Site Timezone,5.5,Elevation,405,Is Offshore,0,WRF Region,1,,,,
Longitude,76.921875,,,,,,,,,,
Latitude,20.42926025,,,,,,,,,,
Year,Month,Day,Hour,Minute,temperature at 100m (C),wind direction at 100m (deg),wind speed at 100m (m/s),air pressure at 100m (Pa),wind speed at 80m (m/s),temperature at 80m (C),wind direction at 80m (deg)
2014,4,6,11,30,35.14,7.58,2.05,95640,2.05,35.39,7.45
2014,4,6,12,30,36.03,332.51,1.33,95590,1.33,36.3,333
2014,4,6,13,30,36.67,302.03,1.55,95570,1.55,36.93,302.58
2014,4,6,14,30,36.99,297.51,1.91,95460,1.91,37.24,297.79
2014,4,6,15,30,37.19,305.7,2.32,95370,2.31,37.43,305.87
2014,4,6,16,30,37.15,302.85,2.63,95340,2.62,37.38,302.9
2014,4,6,17,30,36.95,329.39,3.21,95350,3.22,37.14,329.64
2014,4,6,18,30,36.63,344.95,4.18,95360,4.15,36.81,345.71
2014,4,6,19,30,36.44,352.74,4.85,95370,4.78,36.53,352.91
2014,4,6,20,30,35.04,317.61,2.34,95420,1.63,34.87,302.28
2014,4,6,21,30,34.77,288.91,1.87,95450,1.68,34.81,265.7
2014,4,6,22,30,34.57,295.59,1.75,95460,1.53,34.63,272.92
2014,4,6,23,30,33.19,277.72,4.58,95480,4.61,33.07,271.6
2014,4,7,0,30,31.23,295.19,8.76,95510,7.8,30.95,290.19
2014,4,7,1,30,30.97,305.9,8.98,95540,7.99,30.55,301.58
2014,4,7,2,30,30.35,306.9,8.36,95510,7.3,29.96,302.73
2014,4,7,3,30,29.97,308.92,6.78,95520,5.71,29.6,303.13
2014,4,7,4,30,29.79,306.76,6.86,95520,6.07,29.53,301.13
2014,4,7,5,30,29.08,300.23,6.87,95550,6.06,28.79,294.34
2014,4,7,6,30,28.13,297.04,7.55,95560,6.61,27.73,291.72
2014,4,7,7,30,27.26,291.3,5.25,95620,4.08,27.22,282.74
2014,4,7,8,30,29.75,316.14,4.08,95690,4.03,29.99,315.97
2014,4,7,9,30,31.86,333.54,5.25,95730,5.2,32.11,333.44
2014,4,7,10,30,33.04,337.99,5.83,95750,5.79,33.3,337.91
2014,4,7,11,30,34.93,328.35,4.11,95650,4.08,35.19,328.31
2014,4,7,12,30,35.65,320.43,4.36,95660,4.34,35.91,320.39
2014,4,7,13,30,36.1,316.5,3.59,95640,3.57,36.36,316.5
2014,4,7,14,30,36.51,309.47,4.14,95480,4.13,36.77,309.57
2014,4,7,15,30,36.41,325.61,4.53,95430,4.53,36.65,325.84
2014,4,7,16,30,36.42,306.93,3.4,95380,3.37,36.65,307.01
2014,4,7,17,30,36.27,292.36,3.85,95370,3.82,36.47,292.19
2014,4,7,18,30,35.96,300.96,4.64,95400,4.54,36.08,300.02
2014,4,7,19,30,35.71,308.42,4.75,95430,4.61,35.79,307.04
2014,4,7,20,30,35.39,337.29,5.84,95480,5.53,35.42,336.8
2014,4,7,21,30,34.6,317.94,6.93,95500,6.19,34.45,312.96
2014,4,7,22,30,32.89,312.29,9.72,95550,9.13,32.96,312.25
2014,4,7,23,30,31.36,303.08,9.94,95540,8.63,31.15,299.65
2014,4,8,0,30,31.34,311.62,9.09,95570,8.18,31.17,310.05
2014,4,8,1,30,30.11,296.22,10.43,95600,9.28,30,294.06
2014,4,8,2,30,28.89,290.71,9.96,95560,8.98,28.78,287.19
2014,4,8,3,30,28.75,296.04,11.09,95560,9.98,28.6,294.68
2014,4,8,4,30,27.13,293.76,11.54,95570,10.58,27.12,292.65
2014,4,8,5,30,26.1,297.1,11.46,95570,10.45,26.03,295.66
2014,4,8,6,30,25.85,302.54,10.61,95560,9.57,25.77,301.05
2014,4,8,7,30,26.47,309.07,5.9,95600,5.49,26.68,307.82
2014,4,8,8,30,29.59,318.9,5.99,95680,5.89,29.83,318.66
2014,4,8,9,30,30.48,328.36,4.63,95710,4.56,30.73,328.09
2014,4,8,10,30,32.24,333.15,4.96,95730,4.92,32.5,333.07
2014,4,8,11,30,33.63,308.02,6.78,95640,6.73,33.9,308.01
2014,4,8,12,30,33.95,297.53,8.3,95600,8.25,34.22,297.5
2014,4,8,13,30,34.24,304.64,5.85,95590,5.8,34.5,304.73
2014,4,8,14,30,34.89,318.75,3.85,95480,3.79,35.14,319.24
2014,4,8,15,30,35.44,300.65,7.32,95380,7.27,35.68,300.69
2014,4,8,16,30,35.56,310.32,6.34,95350,6.29,35.79,310.45
2014,4,8,17,30,35.44,314.02,4.53,95330,4.43,35.64,314.18
2014,4,8,18,30,35.09,307,5.94,95360,5.88,35.25,307.32
2014,4,8,19,30,34.58,303,5.31,95390,4.83,34.68,301.33
2014,4,8,20,30,33.65,298.22,9.09,95440,8.23,33.52,296.23
2014,4,8,21,30,33.23,315.79,10.5,95490,9.83,33.04,313.8
2014,4,8,22,30,32.5,313.98,11.2,95460,10.47,32.34,312.52
2014,4,8,23,30,30.58,298.11,9.34,95470,8.27,30.26,295.4
2014,4,9,0,30,30.32,296.28,11.02,95490,9.65,29.79,292.93
2014,4,9,1,30,29.58,294.14,11.85,95510,10.59,29.24,291.45
2014,4,9,2,30,28.85,295.15,12.62,95490,11.35,28.52,293.21
2014,4,9,3,30,27.51,293.86,11.7,95490,10.62,27.36,292.49
2014,4,9,4,30,26.66,291.19,11.59,95500,10.48,26.5,289.81
2014,4,9,5,30,25.96,291.68,11.15,95500,9.91,25.71,290.24
2014,4,9,6,30,25.06,300.72,6.86,95540,5.58,24.85,301.06
2014,4,9,7,30,25.75,309.7,3.91,95640,3.56,25.97,310.08
2014,4,9,8,30,28.28,314.29,5.48,95740,5.42,28.52,314.26
2014,4,9,9,30,29.94,344.06,4.95,95770,4.91,30.19,343.99
2014,4,9,10,30,31.88,355.59,3.24,95750,3.22,32.14,355.3
2014,4,9,11,30,33.61,318.6,5.82,95600,5.79,33.87,318.63
2014,4,9,12,30,34.42,315.31,6.24,95590,6.2,34.68,315.3
2014,4,9,13,30,35.05,311.97,5.71,95560,5.67,35.32,312
2014,4,9,14,30,35.43,310.71,6.13,95490,6.08,35.69,310.75
2014,4,9,15,30,35.49,303.45,6.96,95420,6.9,35.73,303.47
2014,4,9,16,30,35.37,299.87,7.35,95380,7.27,35.6,299.86
2014,4,9,17,30,35.14,296.28,7.17,95390,7.04,35.33,296.2
2014,4,9,18,30,34.77,303.11,8.43,95450,8.07,34.9,302.74
2014,4,9,19,30,34.3,305.23,9.61,95490,9.04,34.28,304.91
2014,4,9,20,30,33.18,302.92,9.61,95530,8.58,32.93,300.37
2014,4,9,21,30,32.37,306.03,10.29,95590,9.04,32.03,303.86
2014,4,9,22,30,31.43,296.99,10.34,95610,9.09,31,294.31
2014,4,9,23,30,30.25,301.8,11.35,95620,10.19,29.89,299.95
2014,4,10,0,30,29.07,299.66,11.42,95630,9.96,28.73,298.17
2014,4,10,1,30,28.45,295.71,11.77,95650,10.51,28.14,294.4
2014,4,10,2,30,27.16,295.62,9.84,95640,8.59,26.91,293.76
2014,4,10,3,30,25.84,299.24,8.82,95630,7.62,25.69,297.48
2014,4,10,4,30,24.92,298.25,8.85,95660,7.61,24.79,296.22
2014,4,10,5,30,24.16,296.61,9.14,95680,7.94,24.06,294.85
2014,4,10,6,30,23.47,299.42,10.32,95710,9.02,23.29,298.59
2014,4,10,7,30,24.43,303.46,8.22,95760,7.96,24.66,303.32
2014,4,10,8,30,26.98,319.71,7.54,95810,7.44,27.22,319.65
2014,4,10,9,30,29.08,338.64,5.77,95840,5.73,29.32,338.49
2014,4,10,10,30,31.03,2.61,5.09,95810,5.05,31.28,2.25
2014,4,10,11,30,32.64,321.28,5.99,95730,5.95,32.9,321.31
2014,4,10,12,30,33.68,318.39,5.38,95720,5.35,33.94,318.51
2014,4,10,13,30,34.25,308.74,5.5,95650,5.46,34.52,308.89
2014,4,10,14,30,34.56,308.08,6.19,95590,6.14,34.82,308.23
2014,4,10,15,30,34.61,303.89,6.06,95490,6.01,34.86,303.94
2014,4,10,16,30,34.48,302.47,6.08,95460,6.02,34.7,302.53
2014,4,10,17,30,34.21,291.77,6.76,95440,6.67,34.41,291.65
2014,4,10,18,30,33.87,305.95,8.12,95480,7.75,33.99,306.36
2014,4,10,19,30,33.17,300,9.5,95490,8.86,33.17,298.82
2014,4,10,20,30,32.73,295.54,10.13,95560,9.39,32.58,293.9
2014,4,10,21,30,32.23,295.61,11.35,95590,10.53,31.99,293.39
2014,4,10,22,30,32.07,308.11,10.55,95620,9.78,31.74,305.38
2014,4,10,23,30,31.56,301.5,10.7,95620,9.91,31.27,298.96
2014,4,11,0,30,30.39,293.9,10.66,95640,9.68,29.85,289.94
2014,4,11,1,30,29.13,291.12,11.51,95640,10.46,28.78,287.99
2014,4,11,2,30,27.95,290.85,10.97,95600,9.83,27.6,288.04
2014,4,11,3,30,25.85,301.02,6.59,95600,5.27,25.45,300.39
2014,4,11,4,30,26.27,302.61,8.04,95600,6.66,25.93,300.89
2014,4,11,5,30,25.9,302.77,8.85,95600,7.62,25.55,300.28
2014,4,11,6,30,25.22,298.86,8.7,95640,7.55,24.86,295.21
2014,4,11,7,30,24.72,309.78,6.36,95680,5.08,24.74,308.75
2014,4,11,8,30,27.38,317.65,4.46,95750,4.41,27.61,317.52
2014,4,11,9,30,29.84,333.38,4.68,95760,4.63,30.09,333.24
2014,4,11,10,30,32,349.38,4.99,95730,4.95,32.25,349.26
2014,4,11,11,30,32.95,328.75,5.56,95660,5.52,33.22,328.74
2014,4,11,12,30,34.02,328.77,4.58,95590,4.56,34.28,328.81
2014,4,11,13,30,34.74,319.67,4.35,95560,4.33,35,319.72
2014,4,11,14,30,35.11,298.23,4.56,95500,4.53,35.37,298.28
2014,4,11,15,30,35.17,289.34,5.11,95420,5.08,35.41,289.34
2014,4,11,16,30,35.21,295.45,5,95370,4.95,35.43,295.71
2014,4,11,17,30,34.97,309.12,5.1,95360,5.03,35.17,309.25
2014,4,11,18,30,34.56,309.79,8.22,95380,7.71,34.62,310.83
2014,4,11,19,30,34.03,301.09,10.04,95380,9.49,34.02,300.8
2014,4,11,20,30,32.47,295.04,10.21,95430,9.05,32.11,292.66
2014,4,11,21,30,32.15,294.06,9.45,95470,8.14,31.52,290.37
2014,4,11,22,30,31.83,301.08,9.63,95480,8.39,31.2,296.89
2014,4,11,23,30,31.32,294.94,9.58,95450,8.46,30.82,291.69
2014,4,12,0,30,31.05,285.81,10.93,95460,10.04,30.63,282.4
2014,4,12,1,30,29.02,287.44,10.11,95500,8.9,28.46,283.54
2014,4,12,2,30,28.21,289.15,10.66,95460,9.37,27.75,285.49
2014,4,12,3,30,27.5,289.99,9.98,95410,8.77,27.09,286.63
2014,4,12,4,30,26.47,285.6,9.21,95410,7.94,26.06,280.31
2014,4,12,5,30,25.32,291.69,8.49,95440,7.19,25.01,288.03
2014,4,12,6,30,24.77,287.65,7.71,95470,6.54,24.52,282.75
2014,4,12,7,30,24.91,285.65,6.63,95500,5.46,25.01,280.75
2014,4,12,8,30,28.2,301.96,6.05,95580,5.96,28.43,301.96
2014,4,12,9,30,30.43,314.18,6.31,95570,6.26,30.68,314.15
2014,4,12,10,30,32.16,322.96,5.07,95550,5.04,32.42,322.92
2014,4,12,11,30,32.88,342.02,5.57,95520,5.53,33.13,341.99
2014,4,12,12,30,34.05,340.36,4.31,95490,4.29,34.31,340.42
2014,4,12,13,30,34.85,323.39,3.92,95460,3.9,35.11,323.52
2014,4,12,14,30,35.15,282.12,4.44,95410,4.42,35.4,282.06
2014,4,12,15,30,35.18,277.12,4.66,95310,4.64,35.42,277.03
2014,4,12,16,30,35.03,292.04,3.57,95250,3.54,35.25,292.08
2014,4,12,17,30,34.7,326.84,4.32,95210,4.3,34.9,327.16
2014,4,12,18,30,34.49,333.78,4.8,95200,4.72,34.65,334.31
2014,4,12,19,30,34.12,329.8,5.42,95230,5.17,34.16,329.78
2014,4,12,20,30,33.57,322.65,6.28,95300,5.56,33.46,322.73
2014,4,12,21,30,32.34,296.14,6.1,95320,5.36,31.94,287.49
2014,4,12,22,30,31.19,299.06,5.15,95360,4.44,30.9,290.81
2014,4,12,23,30,31.49,292.45,5.76,95360,4.92,31.15,287.01
2014,4,13,0,30,31.31,291.45,7.23,95380,6.27,30.78,286.01
2014,4,13,1,30,31.01,291.15,8.67,95390,7.52,30.48,286.2
2014,4,13,2,30,29.26,291.75,10.43,95360,8.99,28.71,286.91
2014,4,13,3,30,27.54,286.58,9.75,95370,8.49,27.15,282.21
2014,4,13,4,30,26.65,287.44,8.6,95390,7.4,26.36,282.36
2014,4,13,5,30,25.77,293.5,9.47,95400,8.14,25.42,290.25
2014,4,13,6,30,25.09,288.36,8.39,95450,7.05,24.73,283.9
2014,4,13,7,30,25.28,288.6,5.76,95500,4.55,25.36,282.7
2014,4,13,8,30,28.51,302.79,5.36,95580,5.28,28.75,302.76
2014,4,13,9,30,30.65,320.94,5.71,95580,5.66,30.89,320.86
2014,4,13,10,30,32.2,331.91,5.25,95570,5.22,32.44,331.85
2014,4,13,11,30,33.46,350.79,2.79,95510,2.79,33.73,350.68
2014,4,13,12,30,34.53,333.18,1.44,95480,1.44,34.79,333.39
2014,4,13,13,30,35.33,244.44,1.04,95450,1.04,35.59,245.4
2014,4,13,14,30,35.79,247.99,1.94,95370,1.93,36.05,248.62
2014,4,13,15,30,36,261.93,1.63,95300,1.62,36.24,262.57
2014,4,13,16,30,36.01,311.48,3.28,95220,3.29,36.23,311.59
2014,4,13,17,30,35.68,302.98,4.19,95200,4.16,35.87,303.15
2014,4,13,18,30,35.43,321.4,5.67,95230,5.69,35.61,321.42
2014,4,13,19,30,35.28,338.39,6.62,95270,6.6,35.43,338.44
2014,4,13,20,30,34.74,334.17,7.43,95310,6.77,34.62,334.7
2014,4,13,21,30,32.98,313.58,6.02,95360,4.97,32.63,307.38
2014,4,13,22,30,32.2,312.41,6.23,95360,5.24,31.84,305.97
2014,4,13,23,30,31.81,314.05,6.74,95360,5.76,31.48,308.92
2014,4,14,0,30,30.77,301.59,6.97,95390,6.05,30.52,295.61
2014,4,14,1,30,27.57,289.71,9.54,95420,8.4,27.54,286.94
2014,4,14,2,30,26.79,288.85,9.36,95390,8.22,26.68,285.96
2014,4,14,3,30,25.95,294.7,9.39,95400,8.24,25.8,292.43
2014,4,14,4,30,25.48,291.86,8.67,95410,7.55,25.32,289.29
2014,4,14,5,30,25.02,291.8,7.42,95440,6.32,24.89,288.83
2014,4,14,6,30,24.43,292.51,7.06,95480,6.03,24.37,289.8
2014,4,14,7,30,25.04,290.14,2.12,95580,1.97,25.26,289.54
2014,4,14,8,30,27.88,300.05,4.72,95660,4.67,28.11,299.9
2014,4,14,9,30,29.86,321.51,3.93,95670,3.9,30.11,321.39
2014,4,14,10,30,31.83,342.7,3.79,95650,3.77,32.08,342.64
2014,4,14,11,30,33.17,353.28,1.98,95580,1.98,33.44,353.21
2014,4,14,12,30,34.29,340.71,1.54,95560,1.54,34.56,340.72
2014,4,14,13,30,35.2,329.14,1.34,95510,1.34,35.46,329.25
2014,4,14,14,30,35.88,299.74,1.44,95440,1.44,36.14,300.12
2014,4,14,15,30,36.28,301.45,1.79,95400,1.79,36.52,301.68
2014,4,14,16,30,36.37,293.03,2.28,95330,2.28,36.59,293.2
2014,4,14,17,30,36.21,297.64,2.94,95330,2.93,36.41,297.8
2014,4,14,18,30,35.94,310.4,4.57,95350,4.56,36.1,310.32
2014,4,14,19,30,35.66,313.52,4.82,95350,4.75,35.76,312.97
2014,4,14,20,30,35.15,308.05,6.09,95390,5.73,35.03,306.15
2014,4,14,21,30,34.38,307.71,6.18,95420,5.52,34.08,302.67
2014,4,14,22,30,33.37,319.43,5.58,95430,4.82,33.07,315
2014,4,14,23,30,32.28,314.83,6.79,95450,5.78,31.97,311.94
2014,4,15,0,30,31.93,311.35,6.87,95470,5.89,31.59,306.58
2014,4,15,1,30,31.13,309.99,7.13,95480,6.11,30.73,304.71
2014,4,15,2,30,30.08,306.01,8.05,95460,6.84,29.62,302.18
2014,4,15,3,30,28.59,301.8,7.67,95470,6.45,28.24,297.99
2014,4,15,4,30,27.71,299.1,7.29,95480,6.17,27.36,294.91
2014,4,15,5,30,27.14,288.11,5.78,95510,4.91,27,281
2014,4,15,6,30,26.54,258.24,4.46,95550,4.37,26.65,248.48
2014,4,15,7,30,27.03,249.23,4.19,95590,4.13,27.25,248.21
2014,4,15,8,30,29.59,227.29,4.08,95680,4.07,29.82,227.03
2014,4,15,9,30,31.38,263.65,2.63,95700,2.62,31.63,263.57
2014,4,15,10,30,33.04,297.81,2.39,95680,2.38,33.29,297.62
2014,4,15,11,30,34.27,359.06,2.79,95620,2.78,34.53,358.9
2014,4,15,12,30,35.09,352.54,2.38,95540,2.38,35.36,352.38
2014,4,15,13,30,35.86,342.92,1.74,95510,1.75,36.12,342.82
2014,4,15,14,30,36.37,344.54,1.83,95440,1.83,36.62,344.54
2014,4,15,15,30,36.66,340.77,1.65,95380,1.66,36.91,340.9
2014,4,15,16,30,36.73,327.31,2.13,95330,2.13,36.95,327.52
2014,4,15,17,30,36.52,318.48,3.18,95320,3.18,36.72,318.55
2014,4,15,18,30,36.28,319.04,4.21,95360,4.22,36.45,319.14
2014,4,15,19,30,35.96,326.24,5.22,95380,5.14,36.04,325.69
2014,4,15,20,30,35.29,321.05,6.94,95410,6.4,35.23,319.71
2014,4,15,21,30,33.62,315.07,6.54,95440,5.6,33.42,312.91
2014,4,15,22,30,33.21,310.23,8.48,95460,7.17,32.73,307.7
2014,4,15,23,30,32.05,308.48,7.76,95450,6.55,31.69,304.6
2014,4,16,0,30,31.29,301.79,7.18,95480,5.98,30.93,295.89
2014,4,16,1,30,30.5,295.23,9.38,95500,8.1,30.18,292.6
2014,4,16,2,30,28.67,294.26,9.53,95470,8.3,28.45,292.36
2014,4,16,3,30,28.03,292.36,8.29,95440,7.1,27.8,289.67
2014,4,16,4,30,27.13,307.56,6.52,95470,5.51,27.04,308.26
2014,4,16,5,30,26.65,305.85,7.38,95490,6.26,26.51,306.16
2014,4,16,6,30,25.95,295.4,8.14,95500,7.01,25.85,293.68
2014,4,16,7,30,26.76,292.9,4.88,95550,4.69,26.99,292.43
2014,4,16,8,30,29.89,315.08,5.32,95600,5.25,30.13,314.94
2014,4,16,9,30,32.06,324.43,6.17,95590,6.11,32.31,324.39
2014,4,16,10,30,34.03,332.28,6.5,95560,6.44,34.29,332.2
2014,4,16,11,30,35.19,340.68,4.26,95470,4.24,35.46,340.66
2014,4,16,12,30,36.26,326.6,3.47,95410,3.46,36.53,326.68
2014,4,16,13,30,36.78,316,3.64,95350,3.62,37.04,316.05
2014,4,16,14,30,37.01,307.85,4.68,95280,4.65,37.27,307.91
2014,4,16,15,30,37.09,293.22,5.98,95230,5.94,37.34,293.05
2014,4,16,16,30,37.17,307.39,4.88,95180,4.84,37.4,307.61
2014,4,16,17,30,36.99,305.95,5.74,95160,5.68,37.19,306.03
2014,4,16,18,30,36.66,293.99,7.18,95150,7.03,36.81,293.37
2014,4,16,19,30,36.35,312.16,6.46,95160,6.22,36.37,312.37
2014,4,16,20,30,36.01,314.93,6.88,95200,6.55,36.02,315.55
2014,4,16,21,30,35.36,313.83,7.47,95230,6.7,35.01,309.31
2014,4,16,22,30,34.58,307.99,5.98,95230,5.37,34.16,298.87
2014,4,16,23,30,32.51,296.56,7.52,95240,6.65,32.45,292.34
2014,4,17,0,30,30.79,288.66,8.4,95260,7.22,30.62,284.18
2014,4,17,1,30,30.2,293.97,10.25,95270,8.74,29.82,291.22
2014,4,17,2,30,29.6,292.66,10.11,95230,8.77,29.31,289.88
2014,4,17,3,30,28.5,294.59,8.44,95230,7.25,28.33,291.85
2014,4,17,4,30,27.71,296.42,7.7,95240,6.54,27.57,294.61
2014,4,17,5,30,27.37,291.98,7.4,95240,6.31,27.2,287.98
2014,4,17,6,30,26.99,295.54,7.5,95250,6.38,26.82,292.53
2014,4,17,7,30,27.59,307.43,4.79,95290,4.56,27.8,306.97
2014,4,17,8,30,30.83,322.75,6.27,95380,6.19,31.07,322.65
2014,4,17,9,30,32.7,332.01,7.3,95400,7.22,32.96,331.87
2014,4,17,10,30,34.21,339.86,7.01,95390,6.95,34.47,339.75
2014,4,17,11,30,34.11,325.17,6.69,95340,6.64,34.38,325.2
2014,4,17,12,30,35.37,325.34,5.54,95310,5.51,35.64,325.35
2014,4,17,13,30,36.3,320.45,5,95270,4.98,36.56,320.48
2014,4,17,14,30,36.82,314.27,5.38,95240,5.35,37.08,314.31
2014,4,17,15,30,36.99,309.09,5.5,95170,5.46,37.24,309.08
2014,4,17,16,30,36.93,308.21,5.51,95120,5.46,37.15,308.25
2014,4,17,17,30,36.63,292.89,5.21,95120,5.13,36.83,292.81
2014,4,17,18,30,36.37,278.17,5.32,95120,5.28,36.53,277.49
2014,4,17,19,30,35.95,291.17,5.74,95140,5.66,36.02,289.92
2014,4,17,20,30,35.3,306.66,5.49,95220,5.09,35.21,298.55
2014,4,17,21,30,34.84,296.17,7.19,95260,6.51,34.6,293.28
2014,4,17,22,30,34.23,301.93,7.15,95300,6.17,33.61,295.42
2014,4,17,23,30,33.61,293.73,8.35,95310,7.45,33.25,289.04
2014,4,18,0,30,31.07,292.56,10,95330,8.76,30.89,290.22
2014,4,18,1,30,30.15,297.12,9.9,95340,8.58,29.86,295.3
2014,4,18,2,30,29.22,300.49,9.59,95320,8.26,28.95,298.76
2014,4,18,3,30,28.02,297.94,9.41,95330,8.17,27.87,296.06
2014,4,18,4,30,26.68,290.05,9.56,95390,8.58,26.69,288.54
2014,4,18,5,30,25.77,291.58,9.89,95410,8.9,25.73,290.32
2014,4,18,6,30,25.42,290.43,8.34,95430,7.26,25.37,288.3
2014,4,18,7,30,27.3,304.71,6.13,95510,6,27.53,304.78
2014,4,18,8,30,29.65,313.67,6.65,95570,6.57,29.89,313.65
2014,4,18,9,30,31.47,324,7.43,95600,7.36,31.72,323.95
2014,4,18,10,30,33.04,336.75,6.86,95590,6.8,33.3,336.69
2014,4,18,11,30,32.62,328.4,4.95,95640,4.92,32.89,328.38
2014,4,18,12,30,33.77,335.08,4.46,95600,4.44,34.04,335.07
2014,4,18,13,30,34.64,336.81,3.56,95570,3.55,34.9,336.84
2014,4,18,14,30,35.24,341.11,3.18,95460,3.16,35.49,341.14
2014,4,18,15,30,35.63,335.91,2.99,95400,2.97,35.87,335.91
2014,4,18,16,30,35.91,328.02,2.96,95370,2.93,36.14,327.98
2014,4,18,17,30,35.82,316.99,2.83,95350,2.81,36.01,316.98
2014,4,18,18,30,35.6,310.18,3.88,95360,3.84,35.75,309.9
2014,4,18,19,30,35.39,323.64,4.56,95390,4.48,35.48,323.16
2014,4,18,20,30,34.85,312.13,4.76,95450,4.32,34.74,308.52
2014,4,18,21,30,34.28,300.26,5.27,95480,4.77,34.05,292.84
2014,4,18,22,30,33.92,302.15,6.64,95500,5.93,33.64,297.16
2014,4,18,23,30,33.01,307.45,7.69,95510,6.59,32.64,302.91
2014,4,19,0,30,30.62,294.77,11.29,95550,10.11,30.47,292.92
2014,4,19,1,30,28.86,295.35,10.15,95550,9.09,28.81,294.16
2014,4,19,2,30,28.23,296.6,8.91,95510,7.86,28.15,295.15
2014,4,19,3,30,27.38,301.16,8.18,95490,7.2,27.36,300.61
2014,4,19,4,30,26.38,300.79,9.11,95470,8.21,26.4,300.51
2014,4,19,5,30,25.73,309.92,7.93,95520,7.04,25.72,309.73
2014,4,19,6,30,25.26,294.55,9.13,95520,8.12,25.23,292.54
2014,4,19,7,30,26.23,290.95,6.32,95540,6.17,26.44,290.46
2014,4,19,8,30,29.37,312.91,5.21,95590,5.16,29.61,312.77
2014,4,19,9,30,31.91,329.69,4.78,95590,4.74,32.16,329.58
2014,4,19,10,30,33.76,334.24,5.4,95560,5.36,34.02,334.21
2014,4,19,11,30,33.28,323.88,6.52,95620,6.48,33.55,323.9
2014,4,19,12,30,34.43,319.48,5.45,95610,5.42,34.69,319.48
2014,4,19,13,30,35.22,318.38,5.49,95540,5.45,35.48,318.39
2014,4,19,14,30,35.68,314.14,5.24,95460,5.21,35.94,314.16
2014,4,19,15,30,35.79,314.08,5.64,95350,5.61,36.03,314.1
2014,4,19,16,30,35.67,316.04,5.45,95320,5.41,35.89,316.02
2014,4,19,17,30,35.47,318.32,5.87,95300,5.79,35.68,318.27
2014,4,19,18,30,35.11,313.53,6.04,95320,5.89,35.25,312.88
2014,4,19,19,30,34.48,327.51,5.32,95320,4.86,34.45,323.64
2014,4,19,20,30,33.6,344.7,4.6,95390,3.72,33.48,340.52
2014,4,19,21,30,32.52,327.1,2.02,95440,1.62,32.46,305.13
2014,4,19,22,30,32.2,308.39,3.48,95440,3.42,32.1,294.72
2014,4,19,23,30,31.98,312.94,5.28,95450,4.93,31.77,306.09
2014,4,20,0,30,31.63,320.9,5.09,95460,4.32,31.2,311.71
2014,4,20,1,30,30.92,315.98,4.27,95480,3.72,30.69,305.85
2014,4,20,2,30,30.36,316.11,4.44,95440,3.92,30.31,305.61
2014,4,20,3,30,29.62,311.49,4.95,95410,4.57,29.54,300.87
2014,4,20,4,30,28.99,306.98,5.67,95430,5.24,28.85,300.89
2014,4,20,5,30,28.68,313.96,7.85,95430,7.22,28.38,310.43
2014,4,20,6,30,26.88,307.58,8.98,95420,7.7,26.32,305.05
2014,4,20,7,30,27.37,303.91,4.03,95450,3.75,27.59,301.71
2014,4,20,8,30,30.44,340.55,4.92,95530,4.88,30.68,340.35
2014,4,20,9,30,32.35,29.84,4.75,95560,4.71,32.6,29.64
2014,4,20,10,30,33.28,69.8,5.46,95550,5.42,33.54,69.83
2014,4,20,11,30,34.38,348.04,4.03,95450,4.01,34.65,347.98
2014,4,20,12,30,35.23,347.15,2.78,95440,2.78,35.5,347.1
2014,4,20,13,30,35.89,335.75,2.13,95400,2.13,36.16,335.8
2014,4,20,14,30,36.3,319.87,1.88,95310,1.88,36.56,319.97
2014,4,20,15,30,36.4,326.93,3.1,95180,3.09,36.64,326.91
2014,4,20,16,30,36.54,334.89,2.42,95160,2.4,36.77,335.18
2014,4,20,17,30,36.17,324.58,4.84,95160,4.82,36.37,324.67
2014,4,20,18,30,35.93,323.74,5.94,95180,5.86,36.09,323.22
2014,4,20,19,30,35.64,326.18,6.41,95210,6.32,35.76,326.24
2014,4,20,20,30,34.73,340.27,7.35,95290,6.73,34.69,339.27
2014,4,20,21,30,33.91,341.26,7.38,95320,6.49,33.65,337.82
2014,4,20,22,30,32.48,352.11,5,95360,3.97,32.25,347.45
2014,4,20,23,30,32.07,19.01,4.99,95350,3.92,31.82,20.84
2014,4,21,0,30,31.73,53.79,5.51,95380,4.73,31.53,59.95
2014,4,21,1,30,32.39,58.82,5.72,95370,5.11,32.23,65.31
2014,4,21,2,30,30.95,78.74,3.21,95340,2.51,30.59,92.67
2014,4,21,3,30,31.07,179.68,6.9,95340,7.1,31.16,181.9
2014,4,21,4,30,31.32,176.35,5.37,95350,5.87,31.2,181.65
2014,4,21,5,30,31.25,178.38,2.78,95360,3.36,31.16,188.63
2014,4,21,6,30,31,255.23,0.51,95370,1.15,30.99,240.39
2014,4,21,7,30,27.67,323.26,4.82,95440,4.22,27.63,326.69
2014,4,21,8,30,30.62,354.48,4.22,95510,4.2,30.86,354.32
2014,4,21,9,30,32.17,3.5,3.9,95530,3.88,32.41,3.26
2014,4,21,10,30,34.14,36.73,4.16,95510,4.13,34.4,36.46
2014,4,21,11,30,34.74,62.51,2.82,95470,2.81,35.01,62.38
2014,4,21,12,30,35.49,41.52,1.46,95460,1.46,35.75,41.07
2014,4,21,13,30,36.12,20.72,1.51,95450,1.51,36.38,20.33
2014,4,21,14,30,36.43,354.34,1.95,95360,1.95,36.68,354.15
