Site Timezone,5.5,Elevation,405,Is Offshore,0,WRF Region,1,,,,
Longitude,76.921875,,,,,,,,,,
Latitude,20.42926025,,,,,,,,,,
Year,Month,Day,Hour,Minute,temperature at 100m (C),wind direction at 100m (deg),wind speed at 100m (m/s),air pressure at 100m (Pa),wind speed at 80m (m/s),temperature at 80m (C),wind direction at 80m (deg)
2014,7,12,23,30,26.67,265.72,12.51,94620,11.92,26.81,265.03
2014,7,13,0,30,26.22,270.67,8.79,94680,8.26,26.37,270.01
2014,7,13,1,30,25.72,267.97,9.78,94630,9.32,25.88,267.4
2014,7,13,2,30,25.15,265.03,7.63,94620,7.23,25.31,264.09
2014,7,13,3,30,24.74,262.15,8.53,94590,8.13,24.89,261.04
2014,7,13,4,30,24.48,262.68,7.38,94620,6.9,24.61,260.99
2014,7,13,5,30,24.45,267.72,6.17,94680,5.9,24.6,266.08
2014,7,13,6,30,23.87,258,6.88,94670,6.61,24.04,256.92
2014,7,13,7,30,23.22,260.37,8.6,94660,8.3,23.44,259.98
2014,7,13,8,30,25.19,281.2,8.88,94740,8.73,25.43,281.25
2014,7,13,9,30,26.14,278.15,8.76,94800,8.63,26.39,278.04
2014,7,13,10,30,28.01,280.62,8.54,94760,8.44,28.27,280.7
2014,7,13,11,30,29.62,298.06,8.36,94670,8.27,29.89,298.11
2014,7,13,12,30,30.83,300.09,7.8,94640,7.73,31.09,300.11
2014,7,13,13,30,31.85,297.47,7.36,94620,7.29,32.11,297.48
2014,7,13,14,30,32.43,306.7,7.27,94570,7.2,32.67,306.8
2014,7,13,15,30,32.16,309.56,8,94480,7.91,32.41,309.56
2014,7,13,16,30,31.59,336.76,6.47,94450,6.42,31.81,336.93
2014,7,13,17,30,31.44,317.54,5.94,94440,5.83,31.64,317.78
2014,7,13,18,30,30.41,329.87,5.02,94430,4.87,30.61,329.77
2014,7,13,19,30,29.37,328.07,2.96,94410,2.63,29.54,327.5
2014,7,13,20,30,29.32,303.66,2.65,94430,2.22,29.46,295
2014,7,13,21,30,29.41,273.18,3.84,94470,3.58,29.48,264.8
2014,7,13,22,30,29.32,286.07,8.69,94520,7.92,29.5,284.92
2014,7,13,23,30,28.04,281.03,9.31,94560,8.96,28.23,280.82
2014,7,14,0,30,27.69,278.39,8.62,94600,8.31,27.88,278.56
2014,7,14,1,30,26.97,278.23,8.61,94610,8.27,27.16,278.03
2014,7,14,2,30,26.28,285.38,5.88,94640,5.66,26.47,285.66
2014,7,14,3,30,25.89,282.53,6.37,94640,6.2,26.08,282.86
2014,7,14,4,30,25.31,278.98,7.67,94610,7.42,25.5,279.02
2014,7,14,5,30,24.94,287.09,7.58,94580,7.24,25.13,287.1
2014,7,14,6,30,24.48,282.81,8.28,94550,7.93,24.66,282.63
2014,7,14,7,30,25.05,279.3,9.05,94590,8.82,25.27,279.16
2014,7,14,8,30,26.13,286.6,10.53,94650,10.35,26.38,286.6
2014,7,14,9,30,27.38,284.13,10.62,94630,10.47,27.64,284.1
2014,7,14,10,30,28.76,288.28,9.83,94580,9.71,29.03,288.3
2014,7,14,11,30,23.69,261.18,4.39,94740,4.31,23.89,260.95
2014,7,14,12,30,25.23,265.3,6.28,94690,6.2,25.46,265.15
2014,7,14,13,30,27.1,287.44,7.9,94630,7.78,27.33,287.55
2014,7,14,14,30,27.67,283.31,7.71,94610,7.58,27.89,283.26
2014,7,14,15,30,28.21,291.69,7.43,94570,7.3,28.42,291.77
2014,7,14,16,30,27.68,280.48,6.8,94520,6.57,27.87,280.51
2014,7,14,17,30,25.41,341.8,6.37,94490,6.22,25.62,342
2014,7,14,18,30,24.55,310.77,6.01,94500,5.81,24.74,311.1
2014,7,14,19,30,24.71,283.92,6,94490,5.71,24.89,284.36
2014,7,14,20,30,23.87,284.04,5.76,94470,5.39,23.92,281.77
2014,7,14,21,30,24.11,301.47,5.74,94570,5.33,24.26,300.86
2014,7,14,22,30,24.16,294.56,5.97,94560,5.6,24.33,294.32
2014,7,14,23,30,24.14,289.17,6.66,94530,6.39,24.32,289.14
2014,7,15,0,30,24.12,291.25,5.95,94600,5.66,24.29,291.66
2014,7,15,1,30,23.62,277.02,6.42,94570,6.06,23.79,276.83
2014,7,15,2,30,23.8,274.83,6.55,94550,6.2,23.97,274.68
2014,7,15,3,30,23.91,275.51,7.06,94500,6.68,24.08,275.55
2014,7,15,4,30,23.47,292.58,6.9,94510,6.61,23.65,292.93
2014,7,15,5,30,23.3,281.61,6.18,94500,5.85,23.47,281.28
2014,7,15,6,30,23.36,274.88,5.68,94490,5.33,23.53,274.4
2014,7,15,7,30,23.72,272.24,6.21,94500,5.93,23.9,271.98
2014,7,15,8,30,24.91,270.79,7.71,94560,7.54,25.13,270.46
2014,7,15,9,30,26.4,283.56,7.9,94610,7.78,26.64,283.5
2014,7,15,10,30,27.47,285.75,7.96,94580,7.85,27.71,285.72
2014,7,15,11,30,22.31,258.49,10.24,94700,9.78,22.51,258.18
2014,7,15,12,30,22.38,250.88,10.33,94640,9.79,22.56,250.23
2014,7,15,13,30,22.56,254.8,8.19,94680,7.69,22.74,254.73
2014,7,15,14,30,22.48,257.57,9.97,94620,9.44,22.63,257.34
2014,7,15,15,30,23.34,253.26,9.3,94520,8.8,23.53,253.1
2014,7,15,16,30,23.18,260.9,8.68,94470,8.25,23.34,260.76
2014,7,15,17,30,22.93,267.14,6.75,94470,6.35,23.1,266.8
2014,7,15,18,30,23.29,264.17,6.34,94500,5.89,23.39,262.03
2014,7,15,19,30,23.36,263.61,6.65,94510,6.19,23.46,262
2014,7,15,20,30,22.87,271.57,7.55,94510,7.03,23,271.23
2014,7,15,21,30,22.6,272.25,6.14,94570,5.57,22.74,272.03
2014,7,15,22,30,22.66,271,6.47,94570,5.88,22.77,269.83
2014,7,15,23,30,22.78,259.27,6.97,94550,6.44,22.9,257.94
2014,7,16,0,30,22.93,269.88,6.87,94570,6.27,23.04,269.51
2014,7,16,1,30,23,260.77,7.4,94570,6.86,23.11,259.58
2014,7,16,2,30,22.96,254.6,6.86,94530,6.32,23.07,253.63
2014,7,16,3,30,22.82,246.54,7.43,94510,6.87,22.93,245.75
2014,7,16,4,30,23.08,245.31,7.91,94500,7.33,23.2,244.64
2014,7,16,5,30,23.21,239.27,6.39,94510,5.95,23.35,239.08
2014,7,16,6,30,23.32,236.47,7.92,94480,7.49,23.47,235.96
2014,7,16,7,30,23.37,239.91,8.93,94490,8.57,23.54,239.51
2014,7,16,8,30,24.18,244.72,9.24,94550,8.92,24.37,244.61
2014,7,16,9,30,24.15,248.9,9.44,94600,9.15,24.36,248.8
2014,7,16,10,30,25.27,248.04,9.52,94560,9.32,25.5,247.84
2014,7,16,11,30,26.33,276.78,9.57,94580,9.39,26.56,277
2014,7,16,12,30,25.96,279.26,7.3,94640,7.01,26.18,279.24
2014,7,16,13,30,26.83,261.08,7.73,94620,7.23,27.04,259.56
2014,7,16,14,30,28.49,270.18,8.32,94560,8.2,28.72,270.22
2014,7,16,15,30,28.43,269.51,7.56,94470,7.23,28.59,269.77
2014,7,16,16,30,27.64,260.12,10.66,94450,10.24,27.79,260.04
2014,7,16,17,30,28.28,264.8,8.42,94400,8.14,28.47,265.1
2014,7,16,18,30,27.45,259.88,8.33,94460,7.7,27.5,260.48
2014,7,16,19,30,26.87,244.31,9.29,94500,8.62,26.98,243.69
2014,7,16,20,30,25.61,268.93,5.37,94560,4.89,25.69,271.08
2014,7,16,21,30,25.97,241.78,7.51,94600,6.89,26.06,241.32
2014,7,16,22,30,25.63,246.31,8.46,94580,7.89,25.73,245.73
2014,7,16,23,30,25.25,239.72,8.45,94590,7.88,25.36,238.98
2014,7,17,0,30,25.06,240.91,9.36,94600,8.74,25.21,240.23
2014,7,17,1,30,24.77,244.14,8.6,94590,8.03,24.91,244.04
2014,7,17,2,30,24.39,240.67,8.32,94580,7.9,24.54,240.34
2014,7,17,3,30,24.35,244.87,7.89,94550,7.36,24.48,244.07
2014,7,17,4,30,24.26,238.66,8.52,94530,7.96,24.39,237.87
2014,7,17,5,30,24.19,236.83,9.18,94530,8.62,24.33,236.45
2014,7,17,6,30,24.24,235.36,10.28,94520,9.89,24.43,235.18
2014,7,17,7,30,25.07,240.81,11.33,94550,11.03,25.28,240.76
2014,7,17,8,30,25.39,240.23,11.85,94590,11.52,25.6,240.13
2014,7,17,9,30,26.45,247.89,12.82,94630,12.41,26.65,247.84
2014,7,17,10,30,26.93,246.52,12.39,94640,12.16,27.19,246.39
2014,7,17,11,30,29.76,263.96,13.05,94440,12.82,30.01,263.93
2014,7,17,12,30,30.72,262.11,10.91,94480,10.74,30.97,262.2
2014,7,17,13,30,30.51,257.59,11.98,94520,11.75,30.75,257.69
2014,7,17,14,30,31.04,248.25,10.18,94460,9.84,31.27,248.13
2014,7,17,15,30,29.59,264.43,13.59,94420,13.12,29.79,264.65
2014,7,17,16,30,28.95,266.8,12.64,94440,11.97,29.03,266.99
2014,7,17,17,30,25.63,229.12,10.6,94500,10.01,25.67,227.7
2014,7,17,18,30,26.22,250.35,8.5,94530,7.76,26.28,249.47
2014,7,17,19,30,26.94,251.73,11.02,94540,10.28,27.02,250.68
2014,7,17,20,30,26.27,253.9,10.53,94600,9.87,26.37,253.57
2014,7,17,21,30,25.71,252.44,10.74,94620,10.07,25.82,252.74
2014,7,17,22,30,25.05,252.06,11.51,94620,10.81,25.15,251.98
2014,7,17,23,30,24.33,252.48,9.83,94650,9.21,24.45,252.78
2014,7,18,0,30,24.37,246.6,10.69,94640,10.07,24.48,246.36
2014,7,18,1,30,24.07,243.42,10.5,94620,9.92,24.19,243.23
2014,7,18,2,30,23.81,245.71,10.27,94560,9.66,23.93,245.59
2014,7,18,3,30,23.68,249.59,10.01,94560,9.43,23.8,249.54
2014,7,18,4,30,23.55,244.53,10.43,94550,9.86,23.67,244.04
2014,7,18,5,30,23.45,245.51,10.95,94510,10.38,23.57,245.07
2014,7,18,6,30,23.48,242.5,10.11,94530,9.49,23.61,242.11
2014,7,18,7,30,24.31,242.08,12.03,94570,11.61,24.5,241.89
2014,7,18,8,30,25.16,244.05,11.88,94640,11.49,25.35,244.03
2014,7,18,9,30,26.56,254.33,13.3,94680,12.94,26.77,254.34
2014,7,18,10,30,26.87,259.21,11.62,94700,11.3,27.09,259.32
2014,7,18,11,30,29.33,254.34,10.76,94560,10.59,29.58,254.37
2014,7,18,12,30,29.9,259.31,11.02,94610,10.78,30.12,259.41
2014,7,18,13,30,26.86,250.53,10.74,94680,10.26,27.04,249.86
2014,7,18,14,30,23.75,12.31,0.8,94660,1.19,23.86,44.36
2014,7,18,15,30,24.76,258.91,4.69,94570,3.99,24.71,258.16
2014,7,18,16,30,25.3,265.84,9.67,94530,9.16,25.44,265.66
2014,7,18,17,30,25.44,271.49,9.58,94570,9.08,25.58,271.81
2014,7,18,18,30,24.68,276.9,10.21,94590,9.77,24.83,277.19
2014,7,18,19,30,24.54,249.13,9.42,94590,8.85,24.67,248.58
2014,7,18,20,30,23.55,255.02,11.9,94610,11.33,23.68,254.57
2014,7,18,21,30,23.1,257.2,10.16,94630,9.47,23.21,257.12
2014,7,18,22,30,23.78,267.58,8.1,94660,7.34,23.8,266.83
2014,7,18,23,30,24.16,259.44,9.32,94610,8.68,24.24,259.06
2014,7,19,0,30,24.09,253.41,7.85,94670,7.38,24.19,252.76
2014,7,19,1,30,23.93,248.12,9.1,94640,8.47,24.01,247.43
2014,7,19,2,30,23.83,251.18,9.34,94570,8.74,23.92,250.57
2014,7,19,3,30,23.78,243.34,8.93,94560,8.36,23.87,242.44
2014,7,19,4,30,23.68,245.8,8.67,94560,8.09,23.79,245.15
2014,7,19,5,30,23.76,254.14,9.25,94590,8.71,23.88,254.01
2014,7,19,6,30,23.65,249.35,9.62,94560,9.06,23.8,248.93
2014,7,19,7,30,24.84,249.67,9.77,94620,9.53,25.06,249.61
2014,7,19,8,30,25.96,258.56,10.56,94710,10.33,26.19,258.51
2014,7,19,9,30,26.83,261.89,12.46,94690,12.24,27.07,261.87
2014,7,19,10,30,26.68,269.16,11.48,94710,11.12,26.89,268.7
2014,7,19,11,30,28.16,267.83,12.4,94690,12.19,28.42,267.83
2014,7,19,12,30,28.22,274.91,13.37,94670,13.13,28.48,274.96
2014,7,19,13,30,28.09,277.11,12.43,94680,12.21,28.32,277.07
2014,7,19,14,30,27.95,275.65,11.21,94650,10.97,28.16,275.57
2014,7,19,15,30,28.37,287.93,10.29,94580,10.09,28.59,288.09
2014,7,19,16,30,26.93,276.58,7.24,94580,6.92,27.12,276.81
2014,7,19,17,30,27,283.29,8.31,94550,8.09,27.19,283.27
2014,7,19,18,30,25.17,289.16,6.15,94600,5.38,25.22,289.62
2014,7,19,19,30,26.25,266.27,9.3,94620,8.85,26.39,265.82
2014,7,19,20,30,25.63,266.86,11.08,94660,10.61,25.78,266.33
2014,7,19,21,30,25.2,270.66,9.1,94690,8.65,25.33,270.5
2014,7,19,22,30,24.91,264.63,9.65,94690,9.12,25.02,263.95
2014,7,19,23,30,24.64,266.49,9.17,94710,8.64,24.74,265.85
2014,7,20,0,30,24.37,272.18,9.64,94730,9.05,24.49,271.54
2014,7,20,1,30,24.2,270.07,8.99,94740,8.41,24.3,269.12
2014,7,20,2,30,23.93,270.27,8.35,94710,7.72,24.02,269.47
2014,7,20,3,30,23.89,264.47,8.88,94700,8.28,23.99,263.36
2014,7,20,4,30,24,268.59,8.39,94720,7.8,24.08,267.42
2014,7,20,5,30,23.79,272.91,7.91,94730,7.32,23.84,271.57
2014,7,20,6,30,23.68,283.73,6.43,94740,5.92,23.85,282.96
2014,7,20,7,30,23.98,283.04,7.9,94800,7.52,24.16,282.86
2014,7,20,8,30,24.94,284.69,9.05,94840,8.86,25.16,284.84
2014,7,20,9,30,26.11,281.47,11.41,94870,11.23,26.36,281.49
2014,7,20,10,30,27.09,284.2,12.18,94850,11.97,27.35,284.21
2014,7,20,11,30,26.74,282.23,11,94790,10.81,27,282.3
2014,7,20,12,30,28.24,288.86,13.37,94750,13.13,28.49,288.98
2014,7,20,13,30,28.27,293.82,12.01,94740,11.74,28.48,294.09
2014,7,20,14,30,28.52,298.95,10.73,94690,10.56,28.76,299.01
2014,7,20,15,30,27.78,276.84,8.84,94670,8.62,27.98,276.33
2014,7,20,16,30,28.48,304.64,7.87,94660,7.48,28.64,304.21
2014,7,20,17,30,26.95,287.53,6.88,94670,6.5,27.1,286.75
2014,7,20,18,30,25.47,281.58,5.07,94640,4.79,25.63,280.93
2014,7,20,19,30,25.21,254.55,6.65,94650,6.27,25.35,252.47
2014,7,20,20,30,25.59,245.51,6.92,94630,6.39,25.64,241.93
2014,7,20,21,30,25.91,246.61,9.03,94640,8.29,25.91,244.54
2014,7,20,22,30,25.93,267.7,10.2,94690,9.43,25.99,266.83
2014,7,20,23,30,25.29,269.79,9.97,94740,9.37,25.4,269.23
2014,7,21,0,30,24.62,267.15,9.1,94760,8.54,24.73,266.68
2014,7,21,1,30,24.07,265.56,8.79,94790,8.24,24.19,264.73
2014,7,21,2,30,23.46,267.55,9.45,94750,8.89,23.57,266.86
2014,7,21,3,30,23.27,268.66,9.1,94730,8.48,23.38,267.81
2014,7,21,4,30,23.34,265.8,7.77,94730,7.28,23.46,264.54
2014,7,21,5,30,23.43,276.75,8.09,94750,7.61,23.56,276.32
2014,7,21,6,30,23.16,272.06,8.42,94760,7.91,23.3,271.08
2014,7,21,7,30,23.17,273.51,8.02,94790,7.64,23.35,272.9
2014,7,21,8,30,23.58,275.14,8.7,94830,8.27,23.76,274.73
2014,7,21,9,30,24.58,293.53,9.73,94880,9.43,24.79,293.59
2014,7,21,10,30,23.72,298.1,7.83,94850,7.66,23.93,297.96
2014,7,21,11,30,27.74,291.43,10.5,94790,10.32,27.98,291.54
2014,7,21,12,30,28.56,295.64,8.91,94760,8.78,28.8,295.63
2014,7,21,13,30,29.84,295.62,8.56,94710,8.44,30.08,295.59
2014,7,21,14,30,30.4,298.22,8.32,94600,8.21,30.63,298.2
2014,7,21,15,30,30.62,298.05,10.51,94530,10.33,30.84,298.01
2014,7,21,16,30,30.44,294.78,9.87,94510,9.59,30.63,294.74
2014,7,21,17,30,30.11,288.18,10.01,94530,9.53,30.23,287.87
2014,7,21,18,30,29.14,273.48,10.01,94530,9.34,29.17,272.56
2014,7,21,19,30,28.24,273.37,9.3,94590,8.63,28.24,271.59
2014,7,21,20,30,27.71,266.58,9.28,94640,8.45,27.66,264.24
2014,7,21,21,30,25.88,252.03,11.94,94690,11.34,26.03,251.35
2014,7,21,22,30,24.95,261.3,11.31,94730,10.7,25.09,260.92
2014,7,21,23,30,24.42,260.48,10.41,94720,9.85,24.56,260.25
2014,7,22,0,30,24.02,257.16,10.51,94750,9.95,24.16,256.54
2014,7,22,1,30,23.82,259.02,9.91,94760,9.44,23.97,258.48
2014,7,22,2,30,23.82,268.54,9.56,94720,9.1,23.96,268.09
2014,7,22,3,30,23.9,270.31,9.67,94750,9.18,24.04,269.85
2014,7,22,4,30,23.49,270.35,9.53,94800,9.07,23.65,269.94
2014,7,22,5,30,23.32,274.31,8.66,94840,8.18,23.47,274.05
2014,7,22,6,30,23.23,271.93,9.05,94820,8.55,23.37,271.57
2014,7,22,7,30,23.05,268.42,8.62,94820,8.19,23.21,267.97
2014,7,22,8,30,23.22,260.25,8.99,94860,8.56,23.4,259.86
2014,7,22,9,30,24.04,266.11,9.19,94880,8.91,24.24,265.84
2014,7,22,10,30,25.85,277.81,11.07,94850,10.64,26.03,277.75
2014,7,22,11,30,24.46,298.69,9.37,94730,9.03,24.67,298.74
2014,7,22,12,30,23.72,296.18,8.57,94730,8.28,23.92,295.9
2014,7,22,13,30,23.53,294.65,8.36,94660,8.07,23.72,294.67
2014,7,22,14,30,24.39,278.24,5.78,94590,5.57,24.59,277.81
2014,7,22,15,30,25.39,291.44,5.7,94470,5.36,25.56,290.75
2014,7,22,16,30,27.33,278.62,10.02,94400,9.3,27.33,277.41
2014,7,22,17,30,27.14,292.44,7.61,94500,6.71,27.11,293.17
2014,7,22,18,30,26.93,274.34,9.14,94490,8.32,26.87,272.98
2014,7,22,19,30,25.11,291.99,6.11,94540,5.33,25.06,295.01
2014,7,22,20,30,24.56,253.03,11.1,94540,10.23,24.6,252.56
2014,7,22,21,30,23.8,261.57,13.29,94580,12.57,23.93,261.39
2014,7,22,22,30,23.47,258.24,14.09,94500,13.39,23.61,258.07
2014,7,22,23,30,23.1,269.42,13.37,94590,12.73,23.23,269.37
2014,7,23,0,30,22.93,263.07,13.18,94570,12.54,23.07,262.71
2014,7,23,1,30,23.04,269.25,12.16,94620,11.47,23.17,269.06
2014,7,23,2,30,22.71,271.01,12.62,94550,12.01,22.84,270.84
2014,7,23,3,30,22.17,269.25,13.6,94520,12.9,22.3,268.94
2014,7,23,4,30,22.39,262.18,13.91,94470,13.15,22.52,261.97
2014,7,23,5,30,22.13,275.68,11.47,94530,10.81,22.25,275.6
2014,7,23,6,30,21.93,263.13,13.19,94500,12.44,22.03,262.41
2014,7,23,7,30,22.28,266.2,11.77,94530,11.21,22.44,265.84
2014,7,23,8,30,22.16,264.75,10.96,94600,10.44,22.31,264.2
2014,7,23,9,30,22.18,274.24,12.11,94630,11.55,22.35,273.78
2014,7,23,10,30,21.72,274.75,11.2,94710,10.64,21.89,274.23
2014,7,23,11,30,22.19,245.63,12.51,94510,11.99,22.34,245.18
2014,7,23,12,30,21.95,245.21,10.91,94590,10.37,22.11,244.92
2014,7,23,13,30,21.84,241.65,9.44,94610,9.01,21.98,240.69
2014,7,23,14,30,21.88,242.86,8.57,94570,8.23,22.04,242.55
2014,7,23,15,30,21.68,273.66,4.95,94560,4.62,21.76,275.88
2014,7,23,16,30,21.55,278.53,7.95,94490,7.29,21.63,278.62
2014,7,23,17,30,21.94,264.26,6.99,94500,6.5,22.06,264.55
2014,7,23,18,30,22.35,263.46,10.31,94490,9.8,22.48,262.91
2014,7,23,19,30,22.29,250.35,11.12,94500,10.53,22.43,249.8
2014,7,23,20,30,21.85,258.19,12.18,94550,11.4,21.95,258.24
2014,7,23,21,30,22.32,246.78,11.63,94580,10.96,22.43,246.67
2014,7,23,22,30,21.71,265.14,12.43,94630,11.77,21.85,265.34
2014,7,23,23,30,21.6,257.46,9.47,94600,8.78,21.69,257.03
2014,7,24,0,30,21.84,253.74,11.06,94590,10.25,21.92,252.56
2014,7,24,1,30,21.71,264.87,10.03,94620,9.39,21.79,264.17
2014,7,24,2,30,20.88,277.4,8.44,94600,7.85,20.97,278.09
2014,7,24,3,30,21.21,256.19,7.22,94580,6.57,21.18,253.87
2014,7,24,4,30,21.32,270.12,6.65,94580,5.89,21.38,268.24
2014,7,24,5,30,21.62,268.54,7.66,94620,7.02,21.67,268.31
2014,7,24,6,30,21.56,265.6,9.07,94660,8.65,21.71,265.25
2014,7,24,7,30,20.83,268,5.39,94740,4.92,20.97,266.61
2014,7,24,8,30,21.04,277.23,6.54,94750,5.96,21.11,277.21
2014,7,24,9,30,21.62,280.28,5.62,94750,5.46,21.8,281.01
2014,7,24,10,30,21.46,288.99,7.19,94790,6.74,21.63,289.27
2014,7,24,11,30,27.11,277.14,6.09,94800,6.01,27.34,277.58
2014,7,24,12,30,27.68,305.28,4.38,94750,4.35,27.91,305.92
2014,7,24,13,30,28.38,302.54,3.87,94740,3.84,28.61,302.78
2014,7,24,14,30,28.95,291.64,4.21,94670,4.16,29.17,291.7
2014,7,24,15,30,24.91,243.95,11.55,94620,11.62,24.62,241.64
2014,7,24,16,30,28.18,232.96,2.77,94590,2.34,28.28,214.99
2014,7,24,17,30,22.11,359.81,4.99,94750,4.51,22.27,2.83
2014,7,24,18,30,21.99,8.19,3.95,94760,3.81,22.19,7.73
2014,7,24,19,30,21.54,32.26,3.45,94790,3.29,21.73,32.8
2014,7,24,20,30,21.54,58.82,1.81,94820,1.73,21.73,62.94
2014,7,24,21,30,21.65,185.62,1.57,94860,1.79,21.82,184.4
2014,7,24,22,30,22.06,180.13,1.7,94900,2.1,22.16,174.01
2014,7,24,23,30,22.4,189.03,3.52,94890,3.55,22.49,182.77
2014,7,25,0,30,23.01,232.62,5.66,94900,5.28,23.04,225.56
2014,7,25,1,30,23.03,250.25,6.31,94940,5.79,23.09,248.19
2014,7,25,2,30,22.59,231.79,6.34,94920,5.78,22.66,228.94
2014,7,25,3,30,22.35,231.68,7.82,94910,7.23,22.39,229.95
2014,7,25,4,30,22.12,224.36,9.38,94890,8.66,22.13,222.8
2014,7,25,5,30,21.95,225.88,9.42,94880,8.69,21.96,224.17
2014,7,25,6,30,21.9,224.92,8.39,94880,7.69,21.99,223.27
2014,7,25,7,30,23.2,233.33,8,94950,7.78,23.42,233.14
2014,7,25,8,30,24.81,244.83,8.27,95000,8.08,25.04,244.79
2014,7,25,9,30,26.24,250.79,8.98,94990,8.83,26.47,250.74
2014,7,25,10,30,27.15,253.03,8.57,94950,8.45,27.38,253.03
2014,7,25,11,30,26.39,271.72,5.92,94980,5.85,26.63,271.79
2014,7,25,12,30,27.56,270.33,5.25,94970,5.19,27.8,270.49
2014,7,25,13,30,28.62,262.74,4.67,94990,4.61,28.85,262.89
2014,7,25,14,30,29.28,271.72,4.98,94900,4.92,29.51,271.89
2014,7,25,15,30,29.84,259.16,4.21,94820,4.15,30.06,259.31
2014,7,25,16,30,30.18,258.37,4.08,94760,4.01,30.38,258.64
2014,7,25,17,30,30.21,255.47,4.82,94740,4.67,30.39,255.48
2014,7,25,18,30,30.22,282.47,4.03,94740,3.88,30.37,282.96
2014,7,25,19,30,26.96,232.26,9.93,94770,9.3,26.96,230.94
2014,7,25,20,30,26.96,281,4.27,94860,3.88,27.01,280.03
2014,7,25,21,30,26.9,248.55,8.17,94940,7.42,26.94,245.76
2014,7,25,22,30,25.78,250.28,8.37,94950,7.68,25.85,249.01
2014,7,25,23,30,24.95,254.97,7.51,94980,6.88,25.05,253.85
2014,7,26,0,30,24.37,257.53,7.69,95030,7.1,24.47,255.9
2014,7,26,1,30,23.86,254.96,7.51,95060,6.96,24,254.01
2014,7,26,2,30,23.4,255.41,7.01,95020,6.41,23.51,254.51
2014,7,26,3,30,23.19,245.22,6.95,94960,6.38,23.26,243.48
2014,7,26,4,30,23.05,243.71,6.17,95010,5.55,23.11,242.35
2014,7,26,5,30,23.35,238.7,6.48,95030,5.8,23.42,236.54
2014,7,26,6,30,23.51,257.02,6.53,95020,5.92,23.65,256.37
2014,7,26,7,30,24.44,270.33,6.73,95040,6.6,24.66,270.17
2014,7,26,8,30,25.13,290.79,6.36,95120,6.15,25.32,290.94
2014,7,26,9,30,26.65,293.3,8.25,95120,8.13,26.89,293.42
2014,7,26,10,30,27.56,291.48,7.3,95100,7.2,27.8,291.56
2014,7,26,11,30,28.1,296.62,5.93,95090,5.86,28.33,296.85
2014,7,26,12,30,28.83,304.07,6.65,95120,6.59,29.07,304.29
2014,7,26,13,30,29.32,300.4,7.5,95110,7.4,29.56,300.53
2014,7,26,14,30,29.83,297.16,6.68,95030,6.59,30.06,297.2
2014,7,26,15,30,30.32,297.56,6.98,94900,6.88,30.54,297.74
2014,7,26,16,30,30.47,291.53,7.11,94840,6.98,30.68,291.67
2014,7,26,17,30,30.38,295.62,6.97,94850,6.74,30.55,295.87
2014,7,26,18,30,30.08,296.87,8.09,94870,7.73,30.18,296.92
2014,7,26,19,30,29.7,294.9,8.73,94920,8.19,29.73,294.38
2014,7,26,20,30,26.7,292.4,8.83,95020,8.24,26.85,292.21
2014,7,26,21,30,26.24,283.67,7.51,95050,7.02,26.36,283.21
2014,7,26,22,30,26.11,290.33,8.25,95090,7.54,26.17,289.26
2014,7,26,23,30,25.49,282.92,8.58,95090,7.92,25.58,282.11
2014,7,27,0,30,25.2,275.28,8.14,95140,7.45,25.27,274.43
2014,7,27,1,30,24.66,280.98,7.79,95170,7.28,24.75,281
2014,7,27,2,30,24.25,281.01,7.85,95110,7.25,24.32,280.9
2014,7,27,3,30,23.75,273.43,6.35,95120,5.81,23.84,272.47
2014,7,27,4,30,23.47,266.69,6.85,95060,6.29,23.55,265.2
2014,7,27,5,30,23.5,271.57,5.99,95070,5.38,23.58,271.32
2014,7,27,6,30,23.79,273.07,5.83,95080,5.25,23.88,271.99
2014,7,27,7,30,23.99,268.88,5.81,95110,5.35,24.15,268.5
2014,7,27,8,30,24.46,285.23,5.48,95150,5.34,24.67,285.23
2014,7,27,9,30,25.4,288.89,7.95,95140,7.77,25.63,288.91
2014,7,27,10,30,27.17,296.41,9.11,95130,8.96,27.41,296.5
2014,7,27,11,30,27.4,292.16,8.33,95130,8.21,27.64,292.21
2014,7,27,12,30,28.13,303.41,7.55,95150,7.45,28.35,303.52
2014,7,27,13,30,28.78,294.41,7.39,95080,7.29,29.02,294.39
2014,7,27,14,30,29.32,296.59,6.65,94950,6.56,29.55,296.65
2014,7,27,15,30,29.36,292.8,6.27,94830,6.19,29.57,292.93
2014,7,27,16,30,29.65,293.04,5.89,94790,5.8,29.86,293.17
2014,7,27,17,30,30.01,294.99,5.44,94780,5.25,30.19,295.15
2014,7,27,18,30,29.62,326.03,6.14,94800,5.77,29.72,325.77
2014,7,27,19,30,24.41,256.19,10.9,94890,11.34,24.38,255.75
2014,7,27,20,30,23.55,219.38,12,94850,10.99,23.65,214.83
2014,7,27,21,30,23.64,219.4,9.92,94940,9.46,23.65,215.21
2014,7,27,22,30,23.9,252.37,12.07,94890,11.44,23.95,250.68
2014,7,27,23,30,24.63,269.68,9.21,94890,8.52,24.68,268.3
2014,7,28,0,30,24.45,276.73,7.84,94940,7.23,24.55,275.43
2014,7,28,1,30,23.01,280.59,7.98,94960,7.38,23.13,280.75
2014,7,28,2,30,22.22,266.55,6.59,94890,6.07,22.35,265.82
